Sexo;Edad;Tipo_Persona;Calidad_Juridica
Femenino;0;FISICA;OFENDIDO
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;31;FISICA;VICTIMA Y DENUNCIANTE
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;67;FISICA;OFENDIDO
Femenino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;63;FISICA;VICTIMA Y DENUNCIANTE
Femenino;61;FISICA;VICTIMA Y DENUNCIANTE
Femenino;51;FISICA;VICTIMA Y DENUNCIANTE
Femenino;59;FISICA;OFENDIDO
Femenino;19;FISICA;VICTIMA Y DENUNCIANTE
Masculino;51;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;81;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;40;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;AGRAVIADO
Masculino;56;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;37;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;47;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;36;FISICA;OFENDIDO
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;49;FISICA;VICTIMA Y DENUNCIANTE
Masculino;17;FISICA;VICTIMA
Femenino;59;FISICA;VICTIMA Y DENUNCIANTE
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;55;FISICA;VICTIMA Y DENUNCIANTE
Masculino;64;FISICA;VICTIMA Y DENUNCIANTE
Femenino;42;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;67;FISICA;VICTIMA Y DENUNCIANTE
Femenino;37;FISICA;VICTIMA Y DENUNCIANTE
Masculino;57;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Femenino;50;FISICA;OFENDIDO
Masculino;55;FISICA;VICTIMA Y DENUNCIANTE
Masculino;19;FISICA;VICTIMA Y DENUNCIANTE
Femenino;55;FISICA;OFENDIDO
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;56;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;5;FISICA;VICTIMA
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Masculino;88;FISICA;VICTIMA Y DENUNCIANTE
Femenino;48;FISICA;VICTIMA Y DENUNCIANTE
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
Femenino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;50;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;22;FISICA;VICTIMA Y DENUNCIANTE
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;OFENDIDO
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Femenino;35;FISICA;OFENDIDO
Masculino;65;FISICA;OFENDIDO
Femenino;90;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;OFENDIDO
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
Femenino;66;FISICA;VICTIMA Y DENUNCIANTE
Masculino;55;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;43;FISICA;OFENDIDO
Masculino;51;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Femenino;53;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;56;FISICA;VICTIMA Y DENUNCIANTE
Masculino;55;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;0;FISICA;OFENDIDO
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;57;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;70;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;63;FISICA;VICTIMA Y DENUNCIANTE
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;23;FISICA;VICTIMA Y DENUNCIANTE
Femenino;63;FISICA;VICTIMA Y DENUNCIANTE
Masculino;68;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Femenino;66;FISICA;VICTIMA Y DENUNCIANTE
Masculino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;87;FISICA;OFENDIDO
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;47;FISICA;OFENDIDO
Masculino;32;FISICA;VICTIMA Y DENUNCIANTE
Femenino;63;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;42;FISICA;VICTIMA Y DENUNCIANTE
Femenino;63;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;41;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Femenino;61;FISICA;VICTIMA Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;21;FISICA;VICTIMA Y DENUNCIANTE
Femenino;35;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;39;FISICA;CADAVER
Masculino;47;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;68;FISICA;VICTIMA Y DENUNCIANTE
Masculino;30;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;65;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;33;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;42;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;VICTIMA
Femenino;48;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;21;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;38;FISICA;VICTIMA
Femenino;50;FISICA;VICTIMA Y DENUNCIANTE
Masculino;50;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;42;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;52;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;31;FISICA;VICTIMA
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;42;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;OFENDIDO
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Femenino;35;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;31;FISICA;OFENDIDO
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;76;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;22;FISICA;VICTIMA
Femenino;29;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA
Masculino;42;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;28;FISICA;OFENDIDO
Femenino;51;FISICA;VICTIMA Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA
Masculino;19;FISICA;VICTIMA
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;65;FISICA;VICTIMA Y DENUNCIANTE
Femenino;14;FISICA;VICTIMA
Femenino;67;FISICA;VICTIMA Y DENUNCIANTE
Femenino;22;FISICA;VICTIMA Y DENUNCIANTE
Femenino;61;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
Masculino;72;FISICA;VICTIMA Y DENUNCIANTE
Femenino;42;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;26;FISICA;VICTIMA Y DENUNCIANTE
Femenino;55;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Femenino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Femenino;40;FISICA;OFENDIDO
Masculino;43;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;24;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;31;FISICA;VICTIMA Y DENUNCIANTE
Femenino;49;FISICA;VICTIMA Y DENUNCIANTE
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;37;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Femenino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Masculino;19;FISICA;VICTIMA Y DENUNCIANTE
Femenino;19;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;22;FISICA;CADAVER
NA;0;MORAL;VICTIMA
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Femenino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;33;FISICA;VICTIMA Y DENUNCIANTE
Masculino;49;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;58;FISICA;VICTIMA Y DENUNCIANTE
Femenino;35;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
Femenino;0;FISICA;CADAVER
Masculino;65;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;16;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;36;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;53;FISICA;VICTIMA Y DENUNCIANTE
Masculino;40;FISICA;VICTIMA Y DENUNCIANTE
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;32;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;36;FISICA;VICTIMA Y DENUNCIANTE
Masculino;36;FISICA;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;45;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Femenino;22;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Femenino;48;FISICA;OFENDIDO
Masculino;0;FISICA;LESIONADO
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
Femenino;52;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;26;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;OFENDIDO
Femenino;40;FISICA;VICTIMA Y DENUNCIANTE
Femenino;59;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;38;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;85;FISICA;OFENDIDO
Femenino;32;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;33;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Masculino;57;FISICA;VICTIMA Y DENUNCIANTE
Femenino;62;FISICA;VICTIMA Y DENUNCIANTE
Masculino;56;FISICA;CADAVER
Masculino;60;FISICA;CADAVER
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
Femenino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;56;FISICA;OFENDIDO
Masculino;25;FISICA;VICTIMA Y DENUNCIANTE
Masculino;62;FISICA;VICTIMA Y DENUNCIANTE
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;24;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;35;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;65;FISICA;VICTIMA Y DENUNCIANTE
Masculino;42;FISICA;VICTIMA Y DENUNCIANTE
Femenino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;49;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;MORAL;CADAVER
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA
Masculino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;19;FISICA;VICTIMA Y DENUNCIANTE
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;37;FISICA;VICTIMA Y DENUNCIANTE
Femenino;18;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;45;FISICA;VICTIMA Y DENUNCIANTE
Femenino;55;MORAL;CADAVER
NA;0;MORAL;OFENDIDO
Masculino;23;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Femenino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;21;FISICA;VICTIMA Y DENUNCIANTE
Masculino;58;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;38;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;OFENDIDO
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;48;FISICA;VICTIMA Y DENUNCIANTE
Femenino;33;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;63;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Masculino;65;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;VICTIMA Y DENUNCIANTE
Masculino;71;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA
Masculino;0;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;27;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;35;FISICA;VICTIMA Y DENUNCIANTE
Masculino;36;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Femenino;53;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;24;FISICA;VICTIMA Y DENUNCIANTE
Masculino;54;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;54;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;18;FISICA;CADAVER
Femenino;72;FISICA;OFENDIDO
Femenino;54;FISICA;VICTIMA Y DENUNCIANTE
Masculino;59;FISICA;VICTIMA Y DENUNCIANTE
Femenino;53;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;39;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;42;FISICA;CADAVER
Femenino;47;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Femenino;49;FISICA;VICTIMA Y DENUNCIANTE
Masculino;19;FISICA;VICTIMA Y DENUNCIANTE
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;34;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;62;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Masculino;41;FISICA;VICTIMA Y DENUNCIANTE
Femenino;47;FISICA;VICTIMA Y DENUNCIANTE
Masculino;80;FISICA;VICTIMA Y DENUNCIANTE
Masculino;39;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;39;FISICA;VICTIMA Y DENUNCIANTE
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Femenino;5;FISICA;VICTIMA
Femenino;46;FISICA;VICTIMA Y DENUNCIANTE
Femenino;60;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;40;FISICA;VICTIMA
Femenino;19;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO Y DENUNCIANTE
Femenino;31;FISICA;VICTIMA Y DENUNCIANTE
Femenino;44;FISICA;VICTIMA Y DENUNCIANTE
Femenino;18;FISICA;VICTIMA Y DENUNCIANTE
Masculino;64;FISICA;VICTIMA Y DENUNCIANTE
Masculino;59;FISICA;VICTIMA Y DENUNCIANTE
Femenino;41;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
NA;0;MORAL;OFENDIDO
Femenino;16;FISICA;VICTIMA
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;64;FISICA;VICTIMA Y DENUNCIANTE
Masculino;51;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;46;FISICA;VICTIMA Y DENUNCIANTE
Masculino;65;FISICA;VICTIMA Y DENUNCIANTE
Masculino;35;FISICA;VICTIMA Y DENUNCIANTE
Femenino;25;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;45;FISICA;VICTIMA Y DENUNCIANTE
Masculino;28;FISICA;VICTIMA Y DENUNCIANTE
Masculino;21;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;23;FISICA;VICTIMA
Masculino;14;FISICA;VICTIMA
Femenino;34;FISICA;VICTIMA Y DENUNCIANTE
Femenino;27;FISICA;OFENDIDO Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;54;FISICA;VICTIMA Y DENUNCIANTE
Femenino;78;FISICA;VICTIMA Y DENUNCIANTE
Femenino;78;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;56;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;71;FISICA;VICTIMA Y DENUNCIANTE
Femenino;23;FISICA;VICTIMA Y DENUNCIANTE
Masculino;49;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;VICTIMA
Masculino;31;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
NA;0;MORAL;OFENDIDO
Femenino;41;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;VICTIMA
NA;0;MORAL;AGRAVIADO
Femenino;54;FISICA;VICTIMA Y DENUNCIANTE
Femenino;38;FISICA;VICTIMA Y DENUNCIANTE
Femenino;39;FISICA;VICTIMA
Masculino;27;FISICA;VICTIMA Y DENUNCIANTE
Femenino;68;FISICA;VICTIMA
NA;0;MORAL;VICTIMA
Femenino;51;FISICA;VICTIMA
Masculino;20;FISICA;VICTIMA Y DENUNCIANTE
Masculino;52;FISICA;CADAVER
Femenino;30;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;43;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
Femenino;65;FISICA;CADAVER
Femenino;33;FISICA;VICTIMA Y DENUNCIANTE
Femenino;18;FISICA;VICTIMA Y DENUNCIANTE
Masculino;50;FISICA;CADAVER
Femenino;65;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Masculino;37;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;AGRAVIADO
Masculino;51;FISICA;VICTIMA Y DENUNCIANTE
Masculino;29;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;57;FISICA;OFENDIDO
Femenino;54;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Masculino;0;FISICA;VICTIMA
Femenino;57;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA
Femenino;66;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;51;FISICA;VICTIMA Y DENUNCIANTE
Femenino;0;FISICA;VICTIMA
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
Masculino;47;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;MORAL;OFENDIDO
NA;0;MORAL;AGRAVIADO
Femenino;29;FISICA;OFENDIDO
Masculino;0;FISICA;OFENDIDO
Femenino;0;FISICA;VICTIMA
Femenino;0;FISICA;OFENDIDO Y DENUNCIANTE
Masculino;57;FISICA;OFENDIDO
Masculino;0;FISICA;VICTIMA Y DENUNCIANTE
NA;0;NA;VICTIMA
NA;0;MORAL;OFENDIDO
NA;0;MORAL;OFENDIDO
Masculino;79;FISICA;VICTIMA Y DENUNCIANTE
Masculino;0;FISICA;OFENDIDO
NA;0;MORAL;AGRAVIADO
Femenino;0;FISICA;VICTIMA Y DENUNCIANTE
